Clone,Col,Row,border position,Blk,Plot,DBH15a,DBH15b,DBH15c,DBH15d,DBH15e,DBH14a,DBH14b,DBH14c,DBH14d,DBH14e,Ht14a(ft),Ht14b(ft),Ht14c(ft),Ht14d(ft),Ht14e(ft),DBH13a,DBH13b,DBH13c,DBH13d,DBH13e,DBH12a,DBH12b,DBH12c,DBH12d,DBH12e,Ht12a(ft),Ht12b(ft),Ht12c(ft),Ht12d(ft),Ht12e(ft),DBH11a,DBH11b,DBH11c,DBH11d,DBH11e,DBH10a,DBH10b,DBH10c,DBH10d,DBH10e,DBH09a,DBH09b,DBH09c,DBH09d,DBH09e,DBH09f,DBH08a,DBH08b,DBH08c,DBH08d,DBH08e,DBH08f,Ht08(ft),DBH07a,DBH07b,DBH07c,DBH07d,DBH07e,Canker14,Canker13,Notes2014,"Canker Scoring: _1-clean_2-few on branches, small stem, healing ",Notes11,Notes10,Notes,LeafSpot08yr4,LeafRust08yr4,Canker08yr4
84XAA04,4,16,3,5,17,6.4,5.2,3.6,,,6,4.8,3.3,,,47,41,40,,,5.8,4.1,3,,,5.8,3.9,2.9,,,37.1,36.6,35,,,,,,,,4.4,3.0,2.2,,,3.4,2.4,1.9,,,,3.1,2.0,1.5,,,,20.0,2.0,0.9,0.6,,,1,0,,,,,,,1,
82XAA04,4,17,3,5,16,3.9,,,,,3.9,,,,,39,,,,,3.5,,,,,3.5,,,,,33.1,,,,,,,,,,2.7,,,,,2.5,,,,,,2.1,,,,,,15.5,1.2,,,,,1,0,,,,,,,1,
82XAA04,4,18,3,5,16,6.8,5.9,3.6,,,6.2,5.6,3.6,,,45,44,36,,,5.9,5,3.4,,,5,4.6,3.4,,,43.5,37.5,33.2,,,,,,,,3.9,3.3,2.6,,,3.2,2.7,2.3,,,,2.7,2.2,1.7,,,,21.4,1.9,1.4,0.8,,,1,0,,,,,,,1,
82XAA04,4,19,3,5,16,6.3,4.3,,,,5.8,4.1,,,,45,44,,,,4.9,3.7,,,,4.7,3.5,,,,43.8,42,,,,,,,,,3.6,2.6,,,,2.7,2.2,,,,,2.4,1.8,,,,,19.3,1.6,0.9,,,,1,0,,,,,,,1,
82XAA04,4,20,2,5,16,,,,,,,,,,,,,,,,4,3.1,2.6,,,4,3.1,2.6,,,40.4,35,35,,,,,,,,3.8,2.7,2.5,,,3.5,2.6,2.2,,,,3.2,2.2,1.9,,,,18.7,2.8,1.5,0.9,,,,0,blow down died 2014,,,,,,1,
NM6,4,21,1,5,61,7.1,6,,,,6.6,5.3,,,,48,48,,,,5.8,5,,,,5.6,4.2,,,,46,46,,,,4.1,,,,,4.1,2.9,,,,3.3,2.3,,,,,2.6,1.8,,,,,21.8,1.8,1.0,,,,4,2,,cankers,,,green leaves to ground,1,1,1
81XAA04,5,1,1,1,21,2.9,1.2,,,,2.7,1.1,,,,25,,,,,2.5,1,,,,2.5,1,,,,26.8,15.6,,,,,,,,,2.0,0.8,,,,1.8,0.7,,,,,1.6,,,,,,16.0,1.4,,,,,1,0,,,,,,,1,
81XAA04,5,2,2,1,21,8.2,,,,,7.5,,,,,48,,,,,6.9,,,,,6.7,,,,,39.5,,,,,,,,,,4.8,,,,,3.7,,,,,,3.3,,,,,,21.6,2.8,,,,,1,0,,,,,,,1,
81XAA04,5,3,3,1,21,5.6,,,,,5.5,,,,,50,,,,,4.8,,,,,4.7,,,,,39.8,,,,,,,,,,3.7,,,,,3.0,,,,,,2.5,,,,,,21.5,1.6,,,,,1,0,,,,,,,1,
81XAA04,5,4,3,1,21,8.3,7.6,,,,8.3,7.4,,,,55,55,,,,7.4,7,,,,7.3,6.6,,,,37.6,35.8,,,,,,,,,5.9,5.6,,,,4.9,4.4,,,,,4.1,3.6,,,,,26.0,3.2,0.5,,,,1,0,,,,,Plus tree04,,1,
2XT4E04,5,5,3,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,0.9,,,,,,12.7,0.5,,,,,,,,Dead,,,,,1,
2XT4E04,5,6,3,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2XT4E04,5,7,3,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2XT4E04,5,8,3,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,,,,,0.7,0.6,,,,,11.1,0.3,0.2,,,,,,,Dead,,,,,0,
84XAA04,5,9,3,4,23,5.9,,,,,5.5,,,,,43,,,,,4.8,,,,,4.6,,,,,37.8,,,,,,,,,,3.2,,,,,2.7,,,,,,2.2,,,,,,17.9,1.3,,,,,1,0,,,,,,,1,
84XAA04,5,10,3,4,23,4,3,,,,3.6,2.8,,,,40,37,,,,3.2,2.8,,,,3,2.6,,,,37.4,33.8,,,,,,,,,2.3,2.0,,,,2.2,1.7,,,,,2.0,1.6,,,,,17.5,1.5,0.8,,,,1,0,,,,,,,1,
84XAA04,5,11,3,4,23,8.4,7.4,,,,7.7,7.1,,,,55,53,,,,7.3,6.4,,,,6.4,5.7,,,,42.1,42.1,,,,,,,,,5.2,4.5,,,,3.8,3.5,,,,,3.2,2.8,,,,,22.9,1.8,0.9,,,,1,0,,,,,,,1,
84XAA04,5,12,3,4,23,9.3,,,,,9,,,,,55,,,,,8.3,,,,,7.1,,,,,43.2,,,,,,,,,,6.0,,,,,4.8,,,,,,3.6,,,,,,23.2,2.9,,,,,1,0,,,,,,,1,
17XGA04,5,13,3,5,24,3.4,,,,,3.4,,,,,40,,,,,2.9,,,,,2.8,,,,,32.9,,,,,,,,,,2.0,,,,,1.7,,,,,,1.4,,,,,,13.6,0.9,,,,,1,0,,,,,,,1,
17XGA04,5,14,3,5,24,4.7,3.5,,,,4.5,3.5,,,,45,35,,,,3.9,3.3,,,,3.7,3.3,,,,35.5,27.2,,,,,,,,,2.6,2.6,,,,2.2,1.9,,,,,1.8,,,,,,15.4,1.1,,,,,1,0,,,,,,,1,
17XGA04,5,15,3,5,24,7.5,,,,,7.2,,,,,53,,,,,6.7,,,,,6.7,,,,,39.3,,,,,,,,,,4.6,1.1,,,,3.8,1.1,,,,,3.2,1.1,,,,,22.0,1.9,0.6,,,,1,0,,,,,,,1,
17XGA04,5,16,3,5,24,4.2,3.4,,,,4,3.2,,,,41,37,,,,4,3,,,,4,2.9,,,,36.6,35,,,,,,,,,3.4,2.4,,,,3.1,2.2,,,,,2.7,1.8,,,,,16.7,2.1,0.7,,,,1,0,,,,,,,1,
85XAA04,5,17,3,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,0.5,,,,,,5.6,0.5,,,,,,,,,,,,,1,
85XAA04,5,18,3,5,25,4.3,,,,,4.2,,,,,47,,,,,3.7,,,,,3.7,,,,,38.3,,,,,,,,,,2.9,,,,,2.4,,,,,,1.9,,,,,,21.5,1.4,,,,,1,0,,,,,,,1,
85XAA04,5,19,3,5,25,,,,,,1.9,,,,,24,,,,,1.9,,,,,1.9,,,,,21.8,,,,,,,,,,1.7,,,,,1.4,,,,,,1.1,,,,,,11.5,0.7,,,,,1,0,,,,,,,1,
85XAA04,5,20,2,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.4,,,,,,7.4,0.3,,,,,,,,dead,,,,,1,
NM6,5,21,1,5,62,7.6,6.3,,,,6.8,5.8,,,,48,47,,,,5.5,4.2,,,,5.5,4,,,,34.9,32.2,,,,4.8,,,,,4.2,3.9,,,,3.3,3.0,,,,,2.5,2.4,,,,,23.7,1.5,1.0,,,,3,2,,Cankers,,,,1,1,
81XAA04,6,1,1,2,30,10.2,4.2,,,,9.8,4.1,,,,52,33,,,,8.3,3.9,,,,8.1,3.8,,,,42.6,33.3,,,,,,,,,6.2,2.8,,,,4.9,2.2,,,,,4.4,1.8,,,,,25.5,3.0,1.5,,,,2,0,,,,,Plus tree04,,1,
81XAA04,6,2,2,2,30,7.5,,,,,7.2,,,,,54,,,,,6.7,,,,,6.7,,,,,43,,,,,,,,,,5.4,,,,,4.3,,,,,,3.6,,,,,,24.2,2.5,,,,,1,0,,,,,Plus tree04,,1,
81XAA04,6,3,3,2,30,8.6,,,,,8,,,,,54,,,,,7.5,,,,,6,,,,,41.4,,,,,,,,,,5.2,,,,,4.3,,,,,,3.8,,,,,,23.7,3.1,,,,,1,0,,,,,Plus tree04,,1,
81XAA04,6,4,3,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,12.8,0.8,,,,,,,,Dead,,,dying08,,1,
82XAA04,6,5,3,2,29,6.4,,,,,5.8,,,,,43,,,,,5.7,,,,,5.6,,,,,33.1,,,,,,,,,,4.0,1.5,1.1,,,3.3,1.4,1.1,,,,2.8,0.8,0.7,,,,18.5,1.9,0.4,0.3,,,1,0,,,,,,,1,
82XAA04,6,6,3,2,29,8.3,3.7,,,,7.9,3.4,,,,48,38,,,,7.2,3.2,,,,7.1,3.1,,,,37.5,32.3,,,,,,,,,5.5,2.5,,,,4.1,1.8,,,,,3.3,1.5,,,,,20.2,2.3,0.7,,,,1,0,,,,,,,1,
82XAA04,6,7,3,2,29,7.7,2.7,,,,7.1,2.5,,,,50,,,,,6.3,2.4,1.5,,,6,2.4,1.5,,,36.4,28,,,,,,,,,4.3,2.0,1.3,,,3.1,1.5,1.1,,,,2.5,1.3,1.0,,,,17.5,1.6,0.6,0.4,,,1,0,1 of 3 stems died,,,,,,1,
82XAA04,6,8,3,2,29,7.2,,,,,6.6,1.9,,,,49,,,,,5.8,1.9,,,,5,1.7,,,,43.1,,,,,,,,,,3.5,1.5,,,,2.3,1.3,,,,,1.5,1.1,,,,,16.3,0.8,0.6,,,,1,0,,,,,,,1,
18XAG04,6,9,3,3,28,2.7,,,,,2.5,,,,,26,,,,,2.5,,,,,2.5,,,,,25.4,,,,,,,,,,1.9,,,,,1.5,,,,,,1.0,,,,,,11.3,0.4,,,,,1,0,,,,,leaves curling up08,1,1,
18XAG04,6,10,3,3,28,6.8,4.2,,,,6.4,4.2,,,,52,36,,,,5.9,4.1,,,,5.3,4.1,,,,47.6,35.7,,,,,,,,,3.9,3.4,,,,2.9,2.8,,,,,2.1,2.1,,,,,20.9,1.5,1.3,,,,1,0,,,,,leaves curling up08,1,1,
18XAG04,6,11,3,3,28,,,,,,,,,,,10,,,,,1.1,0.7,,,,1.1,0.7,,,,9.8,,,,,,,,,,1.0,0.5,0.4,,,0.7,0.5,0.4,,,,0.7,,,,,,9.2,0.6,,,,,1,0,,,,,leaves curling up08,1,1,
18XAG04,6,12,3,3,28,6.6,,,,,6.4,,,,,50,,,,,5.7,,,,,5.1,,,,,44.4,,,,,,,,,,4.0,,,,,2.8,,,,,,2.1,,,,,,20.2,1.2,,,,,1,0,,,,,leaves curling up08,1,1,
1XTE04,6,13,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,5.7,0.2,,,,,,,,,,,dying08,1,0,
1XTE04,6,14,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,8.2,0.4,,,,,,,,,,,dead08,,,
1XTE04,6,15,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dead08,,,
1XTE04,6,16,3,3,27,3.4,,,,,3.2,,,,,36,,,,,2.9,,,,,2.9,,,,,34.7,,,,,,,,,,2.0,,,,,1.7,,,,,,1.3,,,,,,14.3,1.1,,,,,1,0,,,,,insect borer damage08,,0,
82XAA04,6,17,3,6,26,,,,,,,,,,,30,,,,,4,1.6,,,,4,1.6,,,,34.7,,,,,,,,,,3.8,1.6,,,,3.0,1.4,,,,,2.5,1.2,,,,,20.7,1.7,0.8,,,,2,0,died 2014,dead2014,,,,,1,
82XAA04,6,18,3,6,26,6.1,5.4,,,,5.8,5.4,,,,49,48,,,,5.2,4.4,,,,4.4,4.2,,,,37.4,37.2,,,,,,,,,3.6,3.2,,,,3.0,2.7,,,,,2.5,2.1,,,,,20.6,1.6,1.1,,,,1,0,,,,,,,1,
82XAA04,6,19,3,6,26,7.3,,,,,6.8,,,,,47,,,,,6.1,,,,,5.6,,,,,35.5,,,,,,,,,,4.2,,,,,3.5,,,,,,2.8,,,,,,18.4,1.8,,,,,1,0,,,,,,,1,
82XAA04,6,20,2,6,26,5.9,5.1,,,,5.4,4.8,,,,49,46,,,,5.3,4.6,,,,5,4.4,,,,34.6,34.6,,,,,,,,,4.3,3.5,,,,3.5,3.0,,,,,3.2,2.3,,,,,21.3,2.2,1.4,,,,1,0,,,,,,,1,
NM6,6,21,1,6,62,8.7,2.8,,,,8.7,2.6,,,,47,25,,,,7.1,2.4,,,,7,2.2,,,,32,23.2,,,,4.45,,,,,5.4,2.0,1.5,,,4.1,2.0,1.2,,,,3.3,1.5,,,,,23.2,2.2,0.9,,,,4,2,,cankers,,,,1,1,
83XAA04,7,1,1,2,31,9.1,4,,,,8.7,3.7,,,,51,34,,,,7.8,3.4,,,,6.7,3,,,,39.6,23.6,,,,5.8,2.5,,,,5.0,2.2,,,,3.9,1.6,,,,,3.4,1.2,,,,,21.3,2.6,0.7,,,,1,0,,,,,,,1,
83XAA04,7,2,2,2,31,8.5,2.9,,,,8.4,2.7,,,,55,22,,,,7.6,2.7,,,,7.2,2.6,,,,41.3,22.4,,,,6.1,2.2,,,,5.7,2.2,,,,4.8,1.3,,,,,3.7,0.9,,,,,24.3,3.0,0.9,,,,1,0,,,,,,,1,
83XAA04,7,3,3,2,31,8.1,,,,,7.6,,,,,56,,,,,7.4,,,,,6.5,,,,,40.5,,,,,6.5,5.5,,,,5.1,,,,,4.1,,,,,,3.0,,,,,,22.3,2.0,,,,,1,0,,,,,,,1,
83XAA04,7,4,3,2,31,9.1,,,,,8.8,,,,,54,,,,,8.2,,,,,7.8,,,,,41.2,,,,,7,,,,,6.3,,,,,5.0,,,,,,3.9,,,,,,24.5,2.7,,,,,1,0,,,,,,,1,
2XT4E04,7,5,3,2,32,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.6,0.3,,,,0.4,0.3,,,,,0.4,0.3,,,,,7.7,0.1,0.1,,,,,,,dying,,,,1,0,
2XT4E04,7,6,3,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing?,,,
2XT4E04,7,7,3,2,32,4.8,,,,,4.3,,,,,47,,,,,3.9,,,,,3.6,,,,,34.7,,,,,,,,,,2.5,,,,,2.0,,,,,,1.5,,,,,,16.9,1.0,,,,,1,0,,,,,insect borer damage08,,0,
2XT4E04,7,8,3,2,32,,,,,,2.6,,,,,38,28,,,,2.6,1.3,0.9,,,2.6,1.3,0.9,,,33.8,19.2,,,,,,,,,1.8,1.1,0.7,,,1.7,0.8,0.7,,,,1.7,0.7,0.7,,,,14.6,0.6,0.3,0.2,,,2,0,,,,,3 stems?,,0,
17XGA04,7,9,3,3,33,3.8,3.4,,,,3.8,3.2,,,,37,36,,,,3.5,3.1,,,,3.5,3.1,,,,35,35,,,,,,,,,2.5,2.4,,,,1.8,1.8,,,,,1.5,1.3,,,,,16.6,1.0,0.8,,,,1,0,,,,,,,1,
17XGA04,7,10,3,3,33,4.6,,,,,4.4,,,,,49,,,,,3.9,,,,,3.9,,,,,39,,,,,,,,,,3.0,,,,,2.0,,,,,,1.5,,,,,,15.3,0.7,,,,,1,0,,,,,,,1,
17XGA04,7,11,3,3,33,5.3,5,,,,4.9,4.6,,,,48,46,,,,4.4,4,,,,4.2,3.8,,,,38.1,36.9,,,,,,,,,2.0,2.6,,,,1.7,1.2,,,,,1.7,1.2,,,,,16.9,0.8,0.3,,,,1,0,,,,,,,1,
17XGA04,7,12,3,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.3,,,,,,6.7,0.2,,,,,,,,Dead,,,,,0,
83XAA04,7,13,3,3,34,8.2,6.3,,,,7.8,6,,,,57,54,,,,7.2,5.2,,,,6.8,4.9,,,,46.8,40,,,,6.4,4.2,,,,5.7,3.9,,,,4.4,3.0,,,,,3.6,2.1,,,,,25.3,2.8,1.2,,,,1,0,,,,,Plus tree04,,1,
83XAA04,7,14,3,3,34,7.3,,,,,6.9,3.7,,,,51,33,,,,6.5,3.7,,,,6.2,3.6,,,,41.7,32.7,,,,5.8,3.4,,,,5.1,3.1,,,,4.3,2.5,,,,,3.5,1.8,,,,,23.1,2.3,1.1,,,,1,0,,,,,Plus tree04,,1,
83XAA04,7,15,3,3,34,8.7,,,,,8.5,2.2,,,,53,,,,,7.9,2.1,,,,7.2,2,,,,44.5,,,,,7,2,,,,6.2,1.8,,,,4.9,1.5,1.0,,,,4.0,1.3,0.7,,,,25.2,2.9,0.7,0.2,,,1,0,,,,,Plus tree04,,1,
83XAA04,7,16,3,3,34,8.5,8.3,,,,7.9,7.7,,,,50,50,,,,7,7,,,,6.4,6.1,,,,42.7,39.5,,,,5.6,5.4,,,,5.1,5.0,,,,3.8,3.8,,,,,2.8,2.9,,,,,22.1,2.1,2.0,,,,1,0,,,,,Plus tree04,,1,
81XAA04,7,17,3,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,0.7,,,,,,0.7,,,,,,12.5,0.4,,,,,,,,died  ,,,,,1,
81XAA04,7,18,3,6,35,5.7,,,,,5.6,,,,,43,,,,,5,,,,,4.8,,,,,36.5,,,,,,,,,,3.7,,,,,3.0,,,,,,2.4,,,,,,19.4,1.6,,,,,1,0,,,,,,,1,
81XAA04,7,19,3,6,35,,,,,,,,,,,36,28,,,,3.4,2.9,,,,3.4,2.9,,,,36.1,28.2,,,,,,,,,2.9,2.2,,,,2.5,1.9,,,,,2.0,1.4,,,,,17.9,1.4,0.8,,,,2,0,,,,,,,1,
81XAA04,7,20,2,6,35,9.2,2.6,,,,8.7,2.5,,,,51,,,,,7.7,2.3,,,,7.1,2.3,,,,48.7,38.1,,,,,,,,,5.6,1.8,,,,4.2,1.4,,,,,3.7,1.1,,,,,23.5,2.6,0.8,,,,1,0,,,,,,,1,
85XAA04,7,21,1,6,63,3.8,,,,,3.6,,,,,44,,,,,3.3,,,,,3.1,,,,,44,,,,,,,,,,2.4,,,,,1.9,,,,,,1.6,,,,,,16.9,1.1,,,,,2,0,,,,,,,1,
1XTE04,8,1,1,2,40,2.6,,,,,2.5,,,,,31,,,,,2.4,,,,,2.4,,,,,26.4,,,,,,,,,,1.8,,,,,1.3,,,,,,1.0,,,,,,12.9,0.5,,,,,1,2,,canker,,,,1,0,
1XTE04,8,2,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,1,0,,dead,,,,1,0,
1XTE04,8,3,3,2,40,2,,,,,1.8,,,,,25,,,,,1.5,,,,,1.5,,,,,18.2,,,,,,,,,,0.9,,,,,0.7,,,,,,0.6,,,,,,10.1,0.3,,,,,1,0,,,,,,1,0,
1XTE04,8,4,3,2,40,2.6,,,,,2.6,,,,,32,,,,,2.4,,,,,2.4,,,,,26.3,,,,,,,,,,1.7,,,,,1.4,,,,,,1.0,,,,,,14.6,0.8,,,,,1,0,,,,,,1,0,
18XAG04,8,5,3,2,39,7,,,,,6.7,,,,,54,,,,,6,,,,,5.7,,,,,40.4,,,,,,,,,,4.0,,,,,3.0,,,,,,2.3,,,,,,20.8,1.6,,,,,1,0,,,,,,1,1,
18XAG04,8,6,3,2,39,3,,,,,2.7,,,,,30,,,,,2.6,,,,,2.6,,,,,25.4,,,,,,,,,,1.9,,,,,1.7,,,,,,1.2,,,,,,11.5,0.8,,,,,1,0,,,,,,1,1,
18XAG04,8,7,3,2,39,2.4,,,,,2.3,,,,,21,,,,,2.2,,,,,2.2,,,,,20.5,,,,,,,,,,1.8,0.7,,,,1.6,0.7,0.6,,,,1.2,0.7,0.6,,,,14.1,0.8,0.3,0.2,,,1,0,,,,,,1,1,
18XAG04,8,8,3,2,39,4.9,2.7,,,,4.8,2.8,1.4,,,43,,,,,4.3,2.8,1.4,,,4.3,2.8,1.4,,,42.2,,,,,,,,,,3.0,2.2,1.3,,,2.3,2.0,1.2,,,,1.8,1.7,1.2,,,,22.2,1.7,1.5,0.9,,,1,0,,,,,,1,1,
82XAA04,8,9,3,3,38,7.4,3.2,2.6,,,6.8,3.2,2.5,,,48,,,,,6.3,2.9,2.4,,,5.6,2.9,2.3,,,41.3,31.5,21.5,,,,,,,,4.6,2.5,2.2,,,3.8,1.9,1.9,,,,3.3,1.8,1.8,,,,18.6,1.9,0.8,0.7,,,1,0,,,,,,,1,
82XAA04,8,10,3,3,38,6.1,,,,,6,,,,,46,,,,,5.7,,,,,5.6,,,,,37.3,,,,,,,,,,4.3,1.6,,,,3.4,1.4,,,,,3.0,1.3,,,,,20.8,2.2,0.8,,,,1,0,,,,,,,1,
82XAA04,8,11,3,3,38,6,6,,,,5.7,5.4,,,,50,50,,,,5.1,4.9,,,,5,4.7,,,,39.4,37.8,,,,,,,,,3.7,3.4,,,,3.3,2.9,,,,,2.8,2.4,,,,,19.6,1.8,1.4,,,,1,0,,,,,,,1,
82XAA04,8,12,3,3,38,6.6,,,,,6.5,,,,,49,,,,,5.9,,,,,5.6,,,,,39.5,,,,,,,,,,4.5,,,,,3.6,,,,,,2.8,,,,,,20.7,1.9,,,,,1,0,,,,,,,1,
81XAA04,8,13,3,3,37,7.1,,,,,6.7,1.7,,,,53,,,,,6.3,1.6,,,,5.8,1.6,,,,43.4,,,,,,,,,,4.3,1.4,,,,3.4,,,,,,2.8,,,,,,20.8,2.1,,,,,1,0,,,,,,,1,
81XAA04,8,14,3,3,37,6.7,,,,,6.3,,,,,50,,,,,5.7,,,,,5.2,,,,,43.9,,,,,,,,,,4.0,,,,,3.3,,,,,,2.7,,,,,,19.8,1.8,,,,,1,0,,,,,,,1,
81XAA04,8,15,3,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dead,,,,,1,
81XAA04,8,16,3,3,37,,,,,,3.5,,,,,38,,,,,3.5,,,,,3.5,,,,,31.4,,,,,,,,,,2.7,,,,,2.5,,,,,,2.2,,,,,,14.7,2.2,,,,,1,0,,,,,,,1,
84XAA04,8,17,3,6,36,6.9,,,,,6.5,,,,,46,,,,,6.1,,,,,5.7,,,,,39.9,,,,,,,,,,4.0,0.8,,,,3.4,0.8,,,,,2.9,0.8,,,,,19.9,2.1,0.4,,,,1,0,,,,,,,1,
84XAA04,8,18,3,6,36,7.8,,,,,7.4,,,,,51,,,,,6.6,,,,,6.2,,,,,41.1,,,,,,,,,,4.7,,,,,3.6,,,,,,2.7,,,,,,20.4,2.2,,,,,1,0,,,,,,,1,
