Clone,Col,Row,border position,Blk,Plot,DBH15a,DBH15b,DBH15c,DBH15d,DBH15e,DBH14a,DBH14b,DBH14c,DBH14d,DBH14e,Ht14a(ft),Ht14b(ft),Ht14c(ft),Ht14d(ft),Ht14e(ft),DBH13a,DBH13b,DBH13c,DBH13d,DBH13e,DBH12a,DBH12b,DBH12c,DBH12d,DBH12e,Ht12a(ft),Ht12b(ft),Ht12c(ft),Ht12d(ft),Ht12e(ft),DBH11a,DBH11b,DBH11c,DBH11d,DBH11e,DBH10a,DBH10b,DBH10c,DBH10d,DBH10e,DBH09a,DBH09b,DBH09c,DBH09d,DBH09e,DBH09f,DBH08a,DBH08b,DBH08c,DBH08d,DBH08e,DBH08f,Ht08(ft),DBH07a,DBH07b,DBH07c,DBH07d,DBH07e,Canker14,Canker13,Notes2014,"Canker Scoring: _1-clean_2-few on branches, small stem, healing ",Notes11,Notes10,Notes,LeafSpot08yr4,LeafRust08yr4,Canker08yr4
84XAA04,8,19,3,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.1,1.9,,,1.3,1.1,0.7,,,,1.3,1.1,0.6,,,,13.6,1.1,0.7,0.5,,,,,,dead,,,3/4 defoliated08,2,1,
84XAA04,8,20,2,6,36,5.2,,,,,4.8,,,,,44,,,,,4.5,,,,,4.1,,,,,40.6,,,,,,,,,,3.1,,,,,2.6,,,,,,2.3,,,,,,18.0,1.6,,,,,1,0,,,,,,,1,
85XAA04,8,21,1,6,63,3.4,,,,,3.3,,,,,32,,,,,3.1,,,,,3.1,,,,,37,,,,,,,,,,2.1,,,,,1.7,,,,,,1.4,,,,,,14.6,0.9,,,,,2,0,,,,,,,,
85XAA04,9,1,1,2,41,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,0.9,,,,,0.8,,,,,,0.7,,,,,,10.5,0.5,,,,,,,,,,,undersized leaves bld08,,2,
85XAA04,9,2,2,2,41,,,,,,1.7,,,,,18,,,,,,,,,,1.9,,,,,17.4,,,,,,,,,,1.7,,,,,1.5,,,,,,1.5,,,,,,14.0,0.9,,,,,,,,Near  Dead,,,undersized leaves bld08,,2,
85XAA04,9,3,3,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.2,,,,,,5.9,0.1,,,,,,,,Dead,,,undersized leaves bld08,,2,
85XAA04,9,4,3,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.8,,,,,,,,Dead,,,dead08,,,
80XAA04,9,5,3,2,42,9.8,,,,,9,,,,,54,,,,,8.6,,,,,7.8,,,,,48.3,,,,,7.2,,,,,6.2,,,,,5.0,,,,,,4.3,,,,,,22.7,0.3,,,,,1,0,,,,,,,1,
80XAA04,9,6,3,2,42,9.7,,,,,9.1,,,,,53,,,,,8.7,,,,,7.9,,,,,40.5,,,,,7.3,,,,,6.3,,,,,4.9,,,,,,3.8,,,,,,23.6,0.3,,,,,1,0,,,,,,,1,
80XAA04,9,7,3,2,42,8.6,,,,,8.3,,,,,52,,,,,7.5,,,,,7.2,,,,,41.6,,,,,6.3,,,,,5.5,,,,,4.6,,,,,,3.7,,,,,,24.5,2.8,,,,,1,0,,,,,,,1,
80XAA04,9,8,3,2,42,8.1,7.7,,,,7.4,6.8,,,,53,49,,,,6.9,6.3,,,,6.5,5.8,,,,39.9,39.3,,,,5.8,5,,,,5.3,4.3,,,,4.2,3.5,,,,,3.5,3.1,,,,,21.2,2.6,1.1,,,,1,0,,,,,broken tops08,,1,
84XAA04,9,9,3,3,43,5.8,1.4,,,,5.4,1.4,,,,51,,,,,4.8,1.4,,,,4.6,1.4,,,,37.5,,,,,,,,,,3.4,1.4,,,,2.7,1.2,,,,,2.4,1.0,,,,,19.7,1.8,0.6,,,,1,0,,,,,,,1,
84XAA04,9,10,3,3,43,7.9,,,,,7.4,2.2,,,,52,,,,,6.9,2,,,,6.2,1.9,,,,38.4,,,,,,,,,,4.6,1.6,,,,3.7,1.5,,,,,3.1,1.3,,,,,21.6,2.2,0.8,,,,1,0,,,,,,,1,
84XAA04,9,11,3,3,43,2.8,2.6,,,,2.6,2.4,,,,36,34,,,,2.4,2.4,,,,2.4,2.4,,,,32.1,30.1,,,,,,,,,2.0,1.8,,,,1.7,1.5,,,,,1.5,1.4,,,,,16.2,1.0,0.8,,,,1,0,,,,,,,1,
84XAA04,9,12,3,3,43,5,,,,,4.6,,,,,47,,,,,4,,,,,3.9,,,,,34.6,,,,,,,,,,2.5,,,,,1.8,,,,,,1.4,,,,,,15.8,0.6,,,,,1,0,,,,,,,1,
80XAA04,9,13,3,3,44,6.4,6.1,,,,5.8,5.6,,,,52,49,,,,5.2,5,,,,4.7,4.6,,,,37.9,35.4,,,,4.2,4.1,,,,3.5,3.5,,,,2.8,2.8,,,,,2.2,2.1,,,,,19.5,1.4,1.1,,,,1,0,,,,,,,1,
80XAA04,9,14,3,3,44,7.8,,,,,7.5,,,,,49,,,,,6.8,,,,,6.2,,,,,34.7,,,,,5.7,,,,,5.1,,,,,4.0,,,,,,3.1,,,,,,20.9,2.1,,,,,2,0,,,,,,,1,
80XAA04,9,15,3,3,44,5.7,4,,,,5.4,3.7,2,,,46,42,,,,5.1,3.7,2,,,4.9,3.5,2,,,29.9,29.3,19.9,,,4,3,1.9,,,3.4,2.7,1.8,,,2.7,2.2,1.5,,,,2.1,1.6,1.2,,,,16.6,1.3,0.7,0.2,,,1,0,,,,,,,1,
80XAA04,9,16,3,3,44,4.7,,,,,4.5,,,,,44,,,,,3.9,,,,,3.8,,,,,31.8,,,,,3.3,,,,,2.9,,,,,2.2,,,,,,1.7,,,,,,14.5,1.1,,,,,1,0,,,,,,,1,
83XAA04,9,17,3,6,45,7.5,6.1,,,,7.3,5.7,,,,50,50,,,,6.6,5.2,,,,6,4.6,,,,37.7,35.9,,,,5.6,4.4,,,,5.1,4.0,,,,4.2,3.2,1.0,0.9,,,3.1,2.2,1.0,0.9,,,21.4,2.3,1.2,0.5,0.4,,1,0,,,,,,,1,
83XAA04,9,18,3,6,45,4.6,3,,,,4.2,2.7,1.9,1.8,,39,38,,,,3.7,2.4,1.9,1.8,,3.7,2.4,1.9,1.8,,31.1,30,27,18.7,,3.3,2.2,2,,,3.0,1.9,1.8,1.7,,2.4,1.6,1.7,1.6,,,1.8,1.3,1.2,1,,,18.1,1.3,0.7,0.6,0.5,,2,0,,,,,,,1,
83XAA04,9,19,3,6,45,8,,,,,7.7,2.8,,,,49,,,,,7.3,2.8,,,,6.6,2.8,,,,36.1,22.2,,,,6,2.5,,,,5.3,2.5,,,,4.1,2.3,,,,,3.3,2.2,,,,,21.5,2.4,1.3,,,,1,0,,,,,,,1,
83XAA04,9,20,2,6,45,7.9,7.2,5.4,4,3.4,7.1,7,5,3.6,3.2,49,47,40,38,34,6.3,5.9,4.2,3.1,3.1,5.9,5.6,3.8,3,2.7,36.2,32.3,30.9,26.7,22.5,4.9,3.6,3.2,2.4,1.8,4.4,4.0,2.9,2.4,1.8,3.4,3.0,2.2,2,1.4,,2.8,2.2,1.6,1.6,,,20.8,1.9,0.7,0.6,0.3,,1,0,,,,,,,1,
85XAA04,9,21,1,6,63,3.6,,,,,2.8,,,,,27,,,,,2.2,,,,,2.1,,,,,23.2,,,,,,,,,,1.6,,,,,1.4,,,,,,1.2,,,,,,13.1,0.9,,,,,3,0,,,,,,1,1,
84XAA04,10,1,1,2,50,10.6,3,,,,9.6,3,,,,52,,,,,9,2.4,,,,8.1,,,,,38.5,,,,,,,,,,6.2,,,,,4.3,,,,,,3.2,,,,,,22.5,2.1,,,,,1,0,,,,,,,1,
84XAA04,10,2,2,2,50,,,,,,,,,,,14,,,,,,,,,,1.2,,,,,12.9,,,,,,,,,,0.9,,,,,0.8,,,,,,1.0,,,,,,10.7,0.8,,,,,,,,,,,,1,1,
84XAA04,10,3,3,2,50,6.4,,,,,6.1,,,,,47,,,,,5.4,,,,,5.2,,,,,39.7,,,,,,,,,,3.6,,,,,2.9,,,,,,2.3,,,,,,20.2,2.5,,,,,1,0,,,,,,,1,
84XAA04,10,4,3,2,50,8.6,6.3,,,,7.7,6,1.9,,,51,50,,,,6.9,5.4,1.9,,,6.3,4.7,1.9,,,40,39,,,,,,,,,4.7,3.6,1.6,,,3.5,2.8,1.5,,,,2.7,2.3,1.1,,,,21.2,1.7,1.3,0.6,,,1,0,,,,,,,1,
17XGA04,10,5,3,2,49,4.2,,,,,4,2.4,,,,43,32,,,,3.7,2.4,1.8,,,3.6,2.4,1.8,,,36.5,31.9,,,,,,,,,2.6,2.0,1.6,,,2.2,1.7,1.6,,,,1.8,1.5,1.5,,,,18.3,1.3,0.9,0.8,,,1,0,,,,,insect boring damage08,1,1,
17XGA04,10,6,3,2,49,4.3,,,,,4.2,,,,,48,,,,,3.7,,,,,3.7,,,,,36.5,,,,,,,,,,2.7,1.4,0.8,,,2.3,1.4,0.8,,,,1.9,0.9,0.8,,,,19.4,1.2,0.3,0.2,,,1,0,,,,,,1,1,
17XGA04,10,7,3,2,49,5.6,,,,,5.1,,,,,53,,,,,4.4,1.3,,,,4.3,,,,,43.2,,,,,,,,,,3.3,1.4,,,,2.6,1.4,,,,,2.1,1.4,,,,,20.2,1.3,0.6,,,,1,0,,,,,,1,1,
17XGA04,10,8,3,2,49,2.8,,,,,2.7,1.4,,,,35,,,,,2.7,1.4,,,,2.7,1.4,,,,33.3,,,,,,,,,,2.3,1.4,,,,2.1,1.4,,,,,1.8,1.2,,,,,14.5,1.3,0.5,,,,1,0,,,,,,1,1,
2XT4E04,10,9,3,3,48,,,,,,2.7,2.6,,,,39,38,,,,2.7,2.4,,,,2.7,2.4,,,,33.7,31.4,,,,,,,,,1.9,1.8,,,,1.7,1.4,,,,,1.3,1.1,,,,,15.4,0.7,0.5,,,,2,0,,,,,,1,0,
2XT4E04,10,10,3,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dead,,,missing07,,,
2XT4E04,10,11,3,3,48,3.8,3,,,,3.5,2.9,,,,43,39,,,,3.1,2.6,,,,3,2.6,,,,35.6,35.6,,,,,,,,,2.2,1.9,0.7,,,1.6,1.6,0.7,,,,1.1,1.1,0.7,,,,14.9,0.5,0.4,0.2,,,1,0,,,,,insect boring damage08,1,0,
2XT4E04,10,12,3,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
85XAA04,10,13,3,3,47,2.1,,,,,2.1,,,,,30,,,,,2,,,,,2,,,,,23.1,,,,,,,,,,1.8,,,,,1.4,,,,,,1.0,,,,,,13.1,0.6,,,,,1,0,,,,,insect boring damage08,1,1,
85XAA04,10,14,3,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dead,,,,1,1,
85XAA04,10,15,3,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,0.7,,,,,,9.7,0.2,,,,,,,,Dead,,,,1,1,
85XAA04,10,16,3,3,47,,,,,,,,,,,,,,,,,,,,,1.3,,,,,17.6,,,,,,,,,,1.3,1.3,,,,1.0,,,,,,1.0,,,,,,12.9,0.7,,,,,,,,Near  Dead,,,,2,1,
80XAA04,10,17,3,6,46,10.1,,,,,9,,,,,52,,,,,7.9,,,,,6.9,,,,,39.7,,,,,6.3,,,,,5.8,1.3,,,,4.1,1.1,,,,,3.3,1.1,,,,,23.5,2.3,0.7,,,,1,0,,,,,,,1,
80XAA04,10,18,3,6,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,0.9,,,,,,10.7,0.7,,,,,0,0,,Dead,,,brown curling leaves08,1,0,
80XAA04,10,19,3,6,46,6.2,,,,,5.9,,,,,40,,,,,5.8,,,,,5.8,,,,,31.9,,,,,4.5,,,,,3.8,,,,,2.9,,,,,,2.4,,,,,,17.5,1.2,,,,,1,0,,,,,,1,1,
80XAA04,10,20,2,6,46,3.7,3,,,,3.5,2.5,,,,38,32,,,,3,2.4,,,,2.7,2.4,,,,26.7,25.6,,,,2.2,2.2,,,,1.8,1.8,,,,1.6,1.5,,,,,1.3,1.1,,,,,14.7,0.9,0.6,,,,1,0,,,,,,,1,
85XAA04,10,21,1,6,63,,,,,,,,,,,,,,,,,,,,,0.5,,,,,8.3,,,,,,,,,,0.4,,,,,0.4,,,,,,0.4,,,,,,7.9,0.1,,,,,,,,,,,,,1,
NM6,11,1,1,2,51,,,,,,,,,,,28,,,,,4,3.7,,,,4,3.7,,,,27.3,23.6,,,,3.9,3,,,,3.2,2.5,,,,3.0,1.9,,,,,2.3,1.4,,,,,20.5,1.3,0.5,,,,4,2,,"canker2013, broken top ",,,3.9 & 2.1 double base ,,,
NM6,11,2,2,2,51,9,,,,,8.4,,,,,49,,,,,7.8,,,,,7.3,,,,,33.8,,,,,6.2,,,,,5.4,,,,,4.3,,,,,,3.4,,,,,,25.0,2.3,,,,,4,2,,canker,,,,,,
NM6,11,3,2,2,51,8.7,,,,,7.5,,,,,49,,,,,7.4,,,,,7.4,,,,,34.7,,,,,5.9,,,,,5.7,,,,,4.6,,,,,,2.6,,,,,,25.1,2.5,,,,,3,2,,canker,,,,,,
NM6,11,4,2,2,51,6.1,,,,,5.8,,,,,48,,,,,5.3,,,,,4.9,,,,,34.9,,,,,4.5,,,,,4.1,,,,,3.2,,,,,,2.6,,,,,,23.3,1.6,,,,,4,2,,canker,,,,,,
NM6,11,5,2,2,52,7.1,,,,,7.3,,,,,48,,,,,6.5,,,,,5.9,,,,,33.4,,,,,4.8,,,,,5.0,,,,,4.2,,,,,,3.0,,,,,,24.0,2.0,,,,,4,2,,canker,,,,,,
NM6,11,6,2,2,52,6.8,,,,,6.6,,,,,47,,,,,6.1,,,,,5.5,,,,,36.4,,,,,4.9,,,,,5.2,,,,,3.9,,,,,,3.0,,,,,,25.7,2.0,,,,,4,2,,canker2013,,,,,,
NM6,11,7,2,2,52,6.9,,,,,7.2,,,,,45,,,,,6.7,,,,,5.9,,,,,32.8,,,,,5.7,,,,,5.2,,,,,4.3,,,,,,3.4,,,,,,27.6,2.2,,,,,4,2,,canker,,,,,,
NM6,11,8,2,2,52,8,6.9,,,,7.4,6.4,,,,47,40,,,,7.3,5.6,,,,7.3,5.1,,,,36,35.5,,,,6.8,4.4,,,,6.0,3.8,,,,5.1,3.2,,,,,4.1,2.5,,,,,27.0,3.0,1.2,,,,4,2,,canker2013,,,6.2 & 3.7  double base,,,
NM6,11,9,2,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM6,11,10,2,3,53,6.8,6.4,,,,6.4,5.7,,,,51,50,,,,5.7,5.1,,,,5,4.8,,,,38.4,36.4,,,,4.35,,,,,3.6,3.6,,,,3.1,3.1,,,,,2.5,2.2,,,,,24.0,1.5,1.1,,,,4,2,,Cankers,,,4.0 & 3.8 double base ,,,
NM6,11,11,2,3,53,8.7,,,,,8.1,,,,,49,,,,,7.7,,,,,6.7,,,,,38.9,,,,,6.3,,,,,5.5,,,,,4.6,,,,,,3.4,,,,,,25.1,2.3,,,,,4,2,,Cankers,,,,,,
NM6,11,12,2,3,53,9.2,,,,,9.2,,,,,50,,,,,8.3,,,,,7.8,,,,,42.4,,,,,7.6,,,,,5.6,,,,,4.6,,,,,,3.5,,,,,,24.1,2.4,,,,,4,0,,"7.9 -2013, 6.6 above wirl @DBH",,,,,,
NM6,11,13,2,3,54,5.7,,,,,5.3,,,,,44,,,,,4.4,,,,,4.4,,,,,37.3,,,,,4.4,,,,,2.9,,,,,2.2,,,,,,1.5,,,,,,16.2,0.7,,,,,3,2,,canker2013,,,,,,
NM6,11,14,2,3,54,4.4,,,,,4.1,,,,,42,,,,,3.6,,,,,3.4,,,,,30.9,,,,,3.3,,,,,2.2,,,,,1.5,,,,,,0.8,,,,,,13.1,0.3,,,,,1,0,,,,,,,,
NM6,11,15,2,3,54,6.6,,,,,6.3,,,,,44,,,,,5.5,,,,,5.4,,,,,35.3,,,,,5.1,,,,,3.5,,,,,2.9,,,,,,2.1,,,,,,19.5,1.0,,,,,4,2,,canker2013,,,,,,
NM6,11,16,2,3,54,7.1,,,,,6.3,,,,,44,,,,,6.2,,,,,5.8,,,,,37.4,,,,,5.6,,,,,4.2,,,,,3.2,1.2,,,,,2.4,,,,,,21.4,1.3,,,,,3,2,,Cankers,,,,,,
NM6,11,17,2,6,55,8.2,,,,,7.8,,,,,51,,,,,7.3,,,,,6.9,,,,,39.2,,,,,6.7,,,,,5.6,,,,,4.6,,,,,,3.5,,,,,,23.6,2.4,,,,,3,2,,canker2013,,,,,,
NM6,11,18,2,6,55,7.3,,,,,7.1,,,,,48,,,,,6.4,,,,,6.4,,,,,39.1,,,,,6,,,,,4.9,,,,,4.1,,,,,,3.2,,,,,,22.5,1.5,,,,,3,2,,canker2013,,,,,,
NM6,11,19,2,6,55,7.5,,,,,7.2,,,,,47,,,,,6.2,,,,,5.8,,,,,42,,,,,5.8,,,,,5.0,,,,,3.5,,,,,,2.7,,,,,,21.2,1.4,,,,,3,2,,canker2013,,,,,,
NM6,11,20,2,6,55,7.1,,,,,6.8,,,,,46,,,,,5.9,,,,,5.3,,,,,38.6,,,,,5.3,,,,,3.6,,,,,2.6,,,,,,1.9,,,,,,18.3,1.0,,,,,3,2,,canker2013,,,,,,
NM6,11,21,1,6,62,8.6,,,,,7.8,,,,,44,,,,,6.6,,,,,6,,,,,40,,,,,3.35,,,,,3.6,1.2,,,,2.4,1.2,,,,,1.5,,,,,,16.9,0.7,,,,,3,2,,canker2013,,,,,,
NM6,12,1,1,2,60,9.4,3.7,2,1.9,,8.6,3.2,2,1.5,,50,,,,,7.5,2.7,1.9,1.4,,7.2,2.6,1.9,1.4,,32.8,16.9,,,,5.7,2,,,,4.3,1.6,1.5,1.1,,3.2,1.8,0.8,0.8,,,2.3,1.8,0.8,0.8,,,20.5,1.5,0.8,0.3,0.3,,2,2,,canker,,,,,,
NM6,12,2,1,2,60,9.2,,,,,8.7,,,,,52,,,,,8.2,,,,,7.2,,,,,34.5,,,,,6.7,,,,,5.3,,,,,4.3,,,,,,3.4,,,,,,23.2,2.3,,,,,4,2,,canker,,,,,,
NM6,12,3,1,2,60,6.4,4.3,,,,6,4,,,,49,41,,,,5.3,3.5,,,,5.2,3.5,,,,34.2,27.2,,,,4.5,2.8,,,,3.8,2.3,,,,3.1,1.3,,,,,2.4,1.3,,,,,21.8,1.3,0.4,,,,4,2,,canker,,,4.0 & 2.2 double base,,,
NM6,12,4,1,2,60,7.4,,,,,7.2,,,,,51,,,,,6.4,,,,,5.8,,,,,34.9,,,,,4.8,,,,,4.1,,,,,3.4,,,,,,2.5,,,,,,21.6,1.4,,,,,3,2,,canker,,,,,,
NM6,12,5,1,2,59,8.6,,,,,8.6,,,,,50,,,,,7.6,,,,,6.5,,,,,33.2,,,,,5.7,,,,,4.9,,,,,3.9,,,,,,3.0,,,,,,24.5,1.9,,,,,3,2,,canker,,,,,,
NM6,12,6,1,2,59,9.2,,,,,8.3,,,,,48,,,,,8.3,,,,,8.3,,,,,34.4,,,,,7,,,,,6.3,,,,,5.4,,,,,,4.1,,,,,,25.7,2.8,,,,,4,2,,canker,,,,,,
NM6,12,7,1,2,59,10.1,,,,,9.5,,,,,51,,,,,8.4,,,,,8.2,,,,,35,,,,,6.5,,,,,6.1,,,,,5.0,,,,,,4.0,,,,,,26.2,2.9,,,,,4,2,,canker,,,,,,
NM6,12,8,1,2,59,9.2,,,,,9.2,,,,,51,,,,,8.4,,,,,6.7,,,,,37.6,,,,,6.2,,,,,5.0,,,,,4.0,1.2,,,,,3.5,,,,,,24.5,2.1,,,,,4,2,,canker,,,,,,
NM6,12,9,1,3,58,8.3,,,,,7.9,,,,,51,,,,,7.3,,,,,6.5,,,,,36.9,,,,,5.4,1.6,,,,4.5,1.6,,,,3.1,1.6,,,,,2.4,,,,,,22.5,1.6,,,,,4,2,,canker,,,,,,
NM6,12,10,1,3,58,5.4,,,,,4.9,,,,,45,,,,,4.2,,,,,3.7,,,,,30.4,,,,,3.8,,,,,2.8,,,,,1.9,,,,,,1.4,,,,,,17.2,0.6,,,,,2,2,,canker2013,,,,,,
NM6,12,11,1,3,58,9.5,,,,,9.2,,,,,47,,,,,8.3,,,,,7.7,,,,,37.5,,,,,7.8,,,,,5.9,,,,,4.9,,,,,,3.9,,,,,,24.5,2.7,,,,,4,2,,canker,,,,,,
NM6,12,12,1,3,58,6.1,,,,,5.6,,,,,46,,,,,4.6,,,,,4.2,,,,,34.2,,,,,4.1,,,,,2.7,,,,,1.9,,,,,,1.3,,,,,,14.1,0.6,,,,,3,2,,canker2013,,,,,,
NM6,12,13,1,3,57,4.2,,,,,3.7,,,,,38,,,,,3.2,,,,,3,,,,,28.8,,,,,2.7,,,,,1.9,,,,,1.2,,,,,,0.7,,,,,,10.8,0.3,,,,,2,2,,canker2013,,,,,,
NM6,12,14,1,3,57,6.5,6.1,2.9,,,5.8,5.3,2.4,,,49,48,,,,5,4.8,2.4,,,4.7,4.3,2.4,,,34.3,33,,,,3.7,,,,,3.3,2.9,1.8,,,2.5,2.0,1.5,0.9,,,1.8,1.6,1.4,0.8,,,18.9,0.9,0.6,0.4,0.3,,2,2,,canker,,,3.5 & 3.4 double base ,,,
NM6,12,15,1,3,57,7.5,,,,,7,,,,,49,,,,,6.2,,,,,5.5,,,,,37,,,,,5.4,,,,,3.9,,,,,2.8,,,,,,1.9,,,,,,18.2,0.9,,,,,2,2,,canker,,,,,,
NM6,12,16,1,3,57,7.1,,,,,6.5,,,,,47,,,,,5.5,,,,,4.9,,,,,36.6,,,,,5,,,,,3.5,,,,,2.2,,,,,,1.3,,,,,,16.7,0.5,,,,,1,0,,,,,,,,
NM6,12,17,1,6,56,6.8,,,,,6.1,,,,,48,,,,,5.1,,,,,4.8,,,,,34.7,,,,,4.7,,,,,3.2,,,,,2.2,,,,,,1.6,,,,,,16.3,0.8,,,,,2,2,,canker2013,,,,,,
NM6,12,18,1,6,56,7.2,,,,,7.1,,,,,47,,,,,6.3,,,,,5.2,,,,,36.1,,,,,5,,,,,3.8,,,,,2.7,,,,,,2.0,,,,,,18.9,1.3,,,,,2,2,,canker,,,,,,
NM6,12,19,1,6,56,6.7,,,,,6.2,,,,,48,,,,,5.3,,,,,4.8,,,,,38.9,,,,,4.7,,,,,3.3,,,,,2.2,,,,,,1.6,,,,,,18.1,0.7,,,,,2,2,,canker,,,,,,
NM6,12,20,1,6,56,9.7,,,,,9.4,,,,,47,46,,,,8.9,,,,,8.9,,,,,37.8,,,,,7,,,,,5.9,,,,,3.8,,,,,,2.7,,,,,,19.0,1.2,,,,,4,2,,canker,,,,,,
NM6,12,21,1,6,62,9.5,,,,,8.5,,,,,33,,,,,8.1,,,,,7.4,,,,,39.8,,,,,7.4,,,,,5.4,,,,,3.7,,,,,,2.2,,,,,,18.4,0.8,,,,,4,2,,"canker, broken top at 10'",,,,,,
